vacancy_id,vacancy_main_keywords,resume_id,is_english,resume_main_keywords,edu,target
779f3a59-206a-3241-adc4-d7db504f960b,"['Java', 'разработчик', 'команда', 'Инвестиции']",f015f782-526a-3e23-99c7-fa23ae2b5912,False,"['MVC', 'Cloud', 'Apache Kafka', 'Apache Maven', 'Apache Camel', 'Apache Tomcat', 'Oracle', 'Docker', 'Kubernetes', 'PostgreSQL', 'MySQL', 'MongoDB', 'RabbitMQ', 'ActiveMQ', 'Gradle', 'Git', 'Jira', 'Confluence']",relevant_high,False
779f3a59-206a-3241-adc4-d7db504f960b,"['Java', 'разработчик', 'команда', 'Инвестиции']",8c8cf797-2c6b-3f4b-b28b-20d57bd88b82,False,"['Java', 'Java Spring Framework', 'Hibernate', 'Git', 'PostgreSQL', 'REST', 'Camunda', 'Apache Kafka', 'Spring Boot']",relevant_high,True
779f3a59-206a-3241-adc4-d7db504f960b,"['Java', 'разработчик', 'команда', 'Инвестиции']",74221d62-5ea6-3a68-8849-25acd97e208b,False,"['Java', 'Android SDK', 'Git', 'Atlassian Jira', 'Intellij IDEA', 'PostgreSQL', 'Spring Framework']",relevant_high,True
779f3a59-206a-3241-adc4-d7db504f960b,"['Java', 'разработчик', 'команда', 'Инвестиции']",9d7eae36-11f8-3cac-9cb2-4cb0ff9d0ae7,False,"['Liquibase', 'PostgreSQL', 'Groovy', 'Mockito', 'Kafka', 'Git', 'Apache Maven', 'XML', 'JDBC', 'ООП', 'Intellij IDEA', 'HTML', 'JUnit', 'UML', 'Apache Tomcat', 'CSS', 'Spring Framework', 'Hibernate ORM', 'JSP', 'REST', 'SOAP', 'Swagger', 'CI/CD', 'Docker', 'GitLab', 'Ansible', 'Jenkins', 'Zabbix', 'Gradle', 'Terraform', 'Kubernetes', 'Confluence']",relevant_high,True
779f3a59-206a-3241-adc4-d7db504f960b,"['Java', 'разработчик', 'команда', 'Инвестиции']",da4c44dd-7c00-3f75-98b4-096b533488a4,False,"['Kotlin', 'TypeScript', 'Java', 'Vue.js', 'Spring Boot', 'JavaScript']",relevant_high,True
779f3a59-206a-3241-adc4-d7db504f960b,"['Java', 'разработчик', 'команда', 'Инвестиции']",73d59615-b5b2-35fd-a15d-28963fe143d1,False,"['Java', 'PostgreSQL', 'Hibernate', 'Java Spring Framework', 'Spring Boot', 'Apache Kafka']",relevant_high,True
779f3a59-206a-3241-adc4-d7db504f960b,"['Java', 'разработчик', 'команда', 'Инвестиции']",0d17d82a-bea2-3b7c-82ab-6852ce5ad754,False,"['Java', 'Spring Framework', 'Spring Boot', 'PostgreSQL', 'Oracle', 'Maven', 'GraphQL', 'PostgreSQL', 'Kubernetes', 'Docker', 'Gradle', 'Mockito', 'SOAP', 'REST API', 'SQL', 'Git', 'JUnit', 'Linux']",relevant_high,True
779f3a59-206a-3241-adc4-d7db504f960b,"['Java', 'разработчик', 'команда', 'Инвестиции']",26f77e3e-2318-3158-9952-9bd6063ff580,False,[],relevant_high,True
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",254487e1-81ba-3f2b-9f15-eba98d891efc,False,"['Анализ требований', 'Техническая документация', 'BPMN', 'UML', 'SQL', 'Jira']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",d0da18e2-a1f4-3889-ad4a-66e5d5f2c60b,False,"['REST', 'Postman', 'BPMN', 'Jira', 'SQL']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",c34be812-1ce6-3dab-9877-a28a67a2acd0,True,"['SQL', 'Atlassian Confluence', 'Atlassian Jira', 'SQL']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",c060bfc0-6ffa-371b-8dd1-2f1f88f0b92c,True,[],relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",a40a241e-afc2-346c-9fe9-e6211b9877b1,False,"['REST', 'XML', 'SQL', 'UML', 'BPMN']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",1f1f98b7-7a7c-32df-acba-a1dc8470ebf5,True,"['SQL', 'Atlassian Jira', 'Atlassian Confluence', 'Scrum', 'Hadoop', 'MS Office', 'BPMN']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",88d411f2-14ef-3dc6-ba3c-b8173db0e097,False,"['SQL', 'Agile', 'BPMN', 'Scrum', 'Jira', 'UML', 'Анализ требований']",courses,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",36d4fbec-b85d-3497-8796-ae988a5a00ac,True,"['BPMN', 'UML', 'MS Project', 'MS Visio', 'ARIS', 'MS PowerPoint', 'SQL', 'Atlassian Jira', 'Atlassian Confluence', 'Agile Project Management']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",bc21321b-d325-3bfd-996f-e2401a3354ed,False,"['SQL', 'SOAP', 'REST', 'Java', 'UML', 'Atlassian Confluence', 'Atlassian Jira', 'PHP', 'Python', 'Kafka']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",ad7ba2a9-b361-3488-871b-567d7650890d,True,[],relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",e2223d42-53d8-31ac-b4c7-3d29be734b07,True,"['SQL', 'BPMN', 'REST', 'XML', 'Confluence', 'Jira']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",ccb712dd-29a8-3733-91d1-6666c30d3a35,False,"['SQL', 'XML', 'UML', 'Atlassian Confluence', 'BPMN']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",23e43fd4-21f5-380f-8b5c-7462c2378d8a,False,"['BPMN', 'SQL', 'Python', 'Tableau', 'Анализ данных', 'Pandas', 'Jira', 'UML', 'MySQL']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",c1d1bddd-b254-31ef-96b9-2d48e9d8ebbf,True,"['MS Visio', 'MS Project', 'BPMN', 'IDEF0', 'UML', 'Atlassian Jira', 'Atlassian Confluence']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",e3cabd1a-3a9b-3b5e-89a4-65e901b68ee1,False,"['Ведение переговоров', 'Scrum', 'Анализ требований']",no,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",f952b897-ce7b-331f-a4b2-0fdad1786102,True,"['Agile', 'SQL', 'BPMN', 'Jira', 'Atlassian Confluence', 'XML', 'gRPC']",relevant_high,False
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",23ca55a4-2257-3cbc-a34f-d5e1b98d8c26,False,[],relevant_high,True
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",ed0408e1-ea42-3f80-aea9-8cee3493024d,False,"['BPMN', 'Atlassian Jira', 'Atlassian Confluence', 'MS SQL', 'JSON API', 'API', 'UML', 'XML', 'Scrum', 'Kafka']",relevant_high,True
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",3e3be721-5a1b-33ef-85f7-d05f95ca476f,False,"['Python', 'Java', 'UML', 'BPMN', 'REST', 'SQL', 'XML', 'Python', 'JavaScript']",relevant_high,True
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",84c3d9dd-4526-3752-91c2-9301cb031c8e,False,"['VBA', 'MS Visio', 'MS SQL', 'MS Excel', 'Python', 'Kafka', 'RabbitMQ', 'REST']",relevant_high,True
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",d21ed030-bdd4-3b1a-b371-b6fb93d85c2a,False,"['UML', 'MySQL', 'Python', 'Git', 'Linux', 'MS SQL', 'MS Office', 'JSON API', 'Java', 'Docker', 'Jira', 'Redis', 'RabbitMQ']",relevant_high,True
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",9e12c12e-adc6-35ce-b67e-2cb207db9be9,False,"['MS Excel', 'SAP', 'SQL', 'Git', 'C#', 'Confluence', 'Jira', 'Tableau', 'ORACLE', 'HTML5', 'CSS', 'Базы данных', 'Python', 'Swagger', 'Postman', 'API', 'REST', 'Kafka', 'BPMN', 'UML', 'Confluence', 'Oracle Pl/SQL']",courses,True
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",d536096f-50cb-3ea9-a0d5-dbef3199c56f,False,"['SQL', 'ООП', 'BPMN', 'Системный анализ', 'Бизнес-анализ']",relevant_high,True
7a4813fc-43bc-3896-a607-4c8682b01002,"['Системный', 'аналитик']",b3204638-c2bf-3457-806d-ebeef1004152,False,"['Системный анализ', 'Python', 'SQL', 'PostgreSQL', 'Git', 'Postman', 'UML', 'BPMN', 'Техническая документация']",relevant_high,True
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",8746a855-022c-34d4-9b55-58da5483c255,True,"['Agile', 'SQL', 'IDEF0', 'UML', 'BPMN', 'MS SQL', 'Tableau', 'Jira', 'Confluence']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",7a20fe00-799d-3e3c-8aee-1029b3e595ee,True,"['SQL', 'Бизнес-анализ', 'Аналитическое мышление', 'Анализ данных', 'Организаторские навыки', 'Atlassian Jira', 'Базы данных', 'Разработка технических заданий', 'Постановка задач разработчикам', 'DWH', 'Ответственность']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",fa0ceaa9-e786-3a3a-a572-9ca4acd8edfc,False,"['HTML', 'Git', 'PostgreSQL', 'Python', 'SQL', 'Базы данных', 'ООП']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",633faee6-e770-3a25-9705-85def01b4971,False,"['Python', 'ETL', 'Анализ данных', 'Jira', 'Pandas', 'SQL', 'Базы данных', 'Английский язык']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",1fe9617d-7514-3d2b-9828-428f8f08c0cd,True,"['Python', 'SQL', 'PostgreSQL', 'Data Analysis', 'Git']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",3fa29413-abe0-3502-9e03-05ca053fcf8f,True,"['Python', 'Java', 'JDBC', 'C#', 'Spring Framework']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",d15abe9e-6d82-300e-9a4d-ed18dc371ea7,False,"['SQL', 'DWH', 'Oracle', 'Базы данных', 'Анализ данных']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",bac388f8-ac3a-3e86-8a51-d5af143558b9,False,[],no,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",e1846a34-c390-3662-9038-3336a4010e11,False,"['PostgreSQL', 'Git', 'Python', 'XML', 'SQL', 'Управление проектами', 'Oracle', 'DWH', 'Системный анализ']",no,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",34a77b82-e739-31e9-88ed-ad6ea07f1917,True,"['SQL', 'Python', 'Pandas', 'PostgreSQL', 'VBA', 'Atlassian Jira', 'Atlassian Confluence', 'Power BI', 'Базы данных']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",6b84d3e8-ed85-378e-92c2-3eced2d1e77a,True,"['SQL', 'Python', 'VBA', 'UML', 'BPMN', 'MS Visio', 'Power BI', 'MS Project', 'Организаторские навыки', 'API', 'REST', 'SOAP']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",a8a207b0-0f1a-3122-8e5f-8b222da7fc79,True,"['MS Excel', 'SQL', 'MS Office', 'Atlassian Jira', 'Atlassian Confluence', 'ORACLE', 'PostgreSQL']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",8db5f813-62d6-3051-931b-a5cc32e6c2e3,True,"['MS Excel', 'Аналитическое мышление', 'Анализ данных', 'Работа с базами данных', 'SQL', 'PostgreSQL', 'MS SQL', 'Power BI', 'Базы данных', 'ETL']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",801f1816-c7ca-38d8-b842-c4e475adf01b,True,"['MS Excel', 'SQL', 'SAP', 'Atlassian Jira', 'PostgreSQL', 'Tableau', 'Python']",relevant_high,False
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",95cd87f6-0495-36e5-adad-0782a1ac4351,False,"['Работа в команде', 'Аналитическое мышление', 'Работа с большим объемом информации', 'Деловая коммуникация', 'Работа с базами данных', 'MS SQL', 'Функциональное тестирование', 'Разработка технических заданий', 'Техническая документация', 'MS Excel']",relevant_high,True
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",bcdf3b76-0cf8-3a9b-9740-87c4df1c3f08,False,[],relevant_high,True
c03085c3-9b1e-3564-bb1e-59aa72e5fbca,"['Ведущий/', 'Главный', 'аналитик', 'DWH']",35a93663-628d-3dae-a6d2-8ddfa25dac00,False,"['TCP/IP', 'Grafana', 'MS Excel', 'MS PowerPoint', 'Hadoop', 'Power BI', 'Oracle Pl/SQL', 'SQL', 'Atlassian Jira']",relevant_high,True
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",557c9b5b-9707-360b-bb1f-18c3c1b94391,False,"['Анализ требований', 'XML', 'UML', 'BPMN', 'SQL', 'REST', 'Базы данных']",courses,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",3cb7b33e-b6e7-3069-8987-53ae18de9f2b,True,"['MS Excel', 'Английский язык', 'Работа в команде', 'Atlassian Jira', 'Постановка задач разработчикам', 'Бизнес-анализ', 'Техническая документация', 'Работа с базами данных', 'Agile Project Management', 'Разработка технических заданий', 'BPMN', 'UML']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",612836ae-f351-3531-be45-5ab955e676eb,True,"['Git', 'CI/CD', 'SQL', 'UML', 'REST', 'Agile', 'Scrum', 'Jira', 'Confluence', 'Системный анализ', 'BPMN', 'Работа в команде', 'Анализ требований', 'REST API']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",8416a16e-94ef-313c-8520-1f6dc62b3559,True,"['BPMN', 'UML', 'MS Project', 'MS Visio', 'ARIS', 'MS PowerPoint', 'SQL', 'Atlassian Jira', 'Atlassian Confluence', 'Agile Project Management']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",b524d8bc-4d86-3ac6-bf52-c76d9bce9e10,True,"['Atlassian Confluence', 'SQL', 'BPMN', 'UML', 'Scrum', 'ORACLE', 'PostgreSQL', 'Git', 'REST', 'SOAP', 'MS Visio', 'Разработка технических заданий', 'Системный анализ', 'API', 'Jira', 'Camunda']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",41caaa94-5496-30eb-88c5-8405ca5f4452,True,"['MS PowerPoint', 'MS Excel', 'Управление проектами', 'Оптимизация бизнес-процессов', 'BPMN', 'Agile Project Management', 'Atlassian Jira', 'Atlassian Confluence', 'MS SQL', 'API', 'UML', 'Системная интеграция', 'JSON', 'Postman']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",3e66410d-5eca-38fa-8008-90801fbd9569,True,"['XML', 'HTML', 'CSS', 'SQL', 'Atlassian Confluence', 'Анализ требований', 'JUnit', 'JSON', 'UML', 'BPMN', 'Java EE', 'API', 'Atlassian Jira', 'Hibernate ORM', 'Postman', 'Техническая документация']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",4b20f85e-5e2c-3614-8f08-d46078601182,True,"['SQL', 'BPMN', 'XML', 'Groovy', 'Postman', 'Git', 'REST', 'JSON', 'Jira']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",64a92f65-5195-3f74-8ed3-0e97350e3c25,True,"['BPMN', 'SQL', 'Agile Project Management', 'Ведение переговоров', 'Бизнес-анализ', 'Системный анализ', 'Git', 'DWH', 'Atlassian Confluence', 'Docker', 'Camunda', 'Kafka', 'PostgreSQL', 'API', 'Анализ требований', 'Разработка технических заданий', 'Swagger', 'MS SQL Server']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",d263550d-d2fa-3621-a47c-da8c6a5f925e,True,"['Agile', 'Scrum', 'MS Visio', 'Atlassian Confluence', 'Аналитическое мышление', 'Git', 'SQL', 'Atlassian Jira', 'Разработка технических заданий', 'Работа с большим объемом информации', 'PostgreSQL', 'BPMN', 'UML']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",92b78852-e7b7-3bbf-b8f1-e3bda534cb7d,False,"['HTML', 'SQL', 'REST API', 'Swagger', 'UML', 'Jira', 'Postman', 'UML', 'BPMN']",no,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",e5c53852-aea9-37fd-b3ae-9b540ce9a691,False,"['UML', 'ООП', 'SQL', 'XML', 'JSON']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",f413df5e-9426-325d-949d-d597726b4b0f,True,"['Бизнес-анализ', 'Оптимизация бизнес-процессов', 'Управление командой', 'MS Project', 'Atlassian Confluence', 'Atlassian Jira', 'MS PowerPoint', 'Постановка задач разработчикам', 'BPMN']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",8c1a2588-74cd-3046-8939-060920f4926c,True,"['BPMN', 'UML', 'Scrum', 'Kanban', 'Git']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",74658592-d4fc-371c-82ce-b24b115f75f7,False,"['Английский язык', 'BPMN', 'UML', 'Jira', 'SQL', 'Agile']",no,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",22ed7ae2-d5a4-3c92-9561-19093a015067,False,"['Анализ требований', 'Kubernetes']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",920b76d2-4a0a-3d9f-9116-cd5079120b19,True,"['MS Excel', 'MS Project', 'MS Visio', 'VBA', 'MS SQL Server', 'XML', 'SQL', 'Python', 'Java', 'BPMN', 'SQL', 'MySQL', 'PostgreSQL']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",ec82b1b4-de4f-35f9-8ede-8040467ba30b,False,"['Atlassian Jira', 'Atlassian Confluence', 'Trello', 'MS Visio', 'Camunda', 'Бизнес-анализ', 'Постановка задач разработчикам', 'Scrum', 'Функциональное тестирование', 'Управление проектами', 'Оптимизация бизнес-процессов', 'Agile Project Management', 'Разработка технических заданий']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",ed874c98-4503-36c9-b5b5-9a324dfbb8f8,True,"['SAP', 'BPMN', 'Atlassian Jira', 'Atlassian Confluence']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",b15ce856-6ba1-3db3-91ca-1b888fa0e646,True,"['MS Excel', 'MS PowerPoint', 'SQL', 'Python', 'VBA', 'SAP', 'PostgreSQL', 'MS SQL', 'Git', 'Tableau']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",118f63a0-0252-3bcd-a8d3-8ded64f8b35c,False,"['REST', 'UML', 'SQL', 'PostgreSQL']",no,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",e184da11-4b27-3a11-be1f-5e39445d4ec1,False,"['Linux', 'Python', 'C#', 'SQL', 'Oracle Pl/SQL', 'SAP', 'ETL', 'MS SQL Server', 'VBA', 'MS Visio', 'MS Project', 'MS SQL', 'Power BI']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",40ff6825-7436-343c-8e1c-2b70cfeb497f,True,"['MS Excel', 'VBA']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",9aa17786-f3ef-353b-a658-848b07ecae9f,False,"['SQL', 'PostgreSQL', 'MySQL', 'Python']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",5193ad0b-2d12-34d9-8291-7e7a04413ebb,True,"['Аналитическое мышление', 'MS Excel', 'BPMN', 'Atlassian Jira', 'SQL', 'UML', 'Postman']",relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",63dcff29-0fc2-37eb-86e5-ae13f4aeb5f1,True,[],relevant_high,False
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",077836a8-16a8-34f1-a192-fe82ebc8bc9d,False,"['Системный анализ', 'BPMN', 'Анализ требований', 'Системная интеграция']",relevant_high,True
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",9ff230b0-94a7-3283-8f4f-3d9b0ce58ebf,False,[],relevant_high,True
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",f17b0ef8-a7a2-35b0-bbbf-c9853554b5b1,False,"['Анализ требований', 'Kubernetes']",relevant_high,True
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",3187fe8c-ad35-3f43-8205-4a30785974cc,False,"['Системный анализ', 'UML', 'BPMN', 'XML', 'JSON', 'REST', 'REST API', 'SQL', 'Oracle DB', 'Kafka']",relevant_high,True
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",60a9f10a-d67f-3211-8a59-063430484de5,False,"['MS Excel', 'MS PowerPoint', 'SQL', 'PostgreSQL', 'ORACLE', 'Atlassian Jira', 'Atlassian Confluence', 'BPMN', 'UML', 'API']",relevant_high,True
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",d48ac3ec-fc46-3241-a82b-4b0729d160cd,False,"['Java SE', 'Spring Boot', 'Camunda', 'BPMN', 'UML', 'SOAP', 'REST', 'XML', 'SQL']",no,True
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",92935d70-05c0-3cc5-bf51-e55e4a4175a7,False,"['SQL', 'Atlassian Jira', 'Atlassian Confluence', 'Scrum', 'Hadoop', 'MS Office', 'BPMN']",relevant_high,True
a8dd83c3-178d-3c70-90c2-7c3648f6b96a,"['Системный', 'аналитик']",a0d59449-442a-3810-a7ed-4f65d2306b8d,False,"['SQL', 'BPMN', 'REST', 'XML', 'Confluence', 'Jira', 'Swagger']",relevant_high,True
